customer_id,gender,age,city,membership_type,total_spend,items_purchased,average_rating,discount_applied,days_since_last_purchase,satisfaction_level,customer_value,customer_segment,recency_score
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied,54.64615384615384,Medium,Low
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral,61.54285714285714,Low,Medium
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied,77.37333333333332,High,Medium
383,Male,35,Los Angeles,Silver,820.9,12,4.3,False,15,Neutral,68.40833333333333,Medium,High
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied,55.02777777777778,Low,Medium
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied,70.95714285714286,High,High
386,Male,32,Miami,Silver,660.3,10,3.8,True,37,Unsatisfied,66.03,Medium,Medium
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral,55.0625,Low,Medium
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied,75.05,High,Medium
389,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral,70.92727272727274,Medium,High
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied,50.575,Medium,Medium
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied,73.025,High,High
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied,54.64615384615384,Medium,Low
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral,64.4,Low,Medium
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied,76.03999999999999,High,Medium
395,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral,66.74166666666666,Medium,High
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied,52.80555555555556,Low,Medium
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,70.48095238095237,High,High
398,Male,32,Miami,Silver,660.3,10,3.8,True,38,Unsatisfied,66.03,Medium,Medium
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral,58.8125,Low,Medium
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied,74.425,High,Medium
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral,72.74545454545455,Medium,High
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied,51.575,Medium,Medium
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied,76.34210526315789,High,High
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied,54.64615384615384,Medium,Low
405,Female,37,Houston,Bronze,430.8,7,3.4,False,29,Neutral,61.54285714285714,Low,Medium
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied,77.37333333333332,High,Medium
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral,68.40833333333333,Medium,High
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied,55.02777777777778,Low,Medium
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,70.95714285714286,High,High
410,Male,32,Miami,Silver,660.3,10,3.8,True,39,Unsatisfied,66.03,Medium,Medium
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral,55.0625,Low,Medium
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied,75.05,High,Medium
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral,70.92727272727274,Medium,High
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied,50.575,Medium,Medium
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied,73.025,High,High
416,Male,27,Miami,Silver,710.4,13,4.1,True,61,Unsatisfied,54.64615384615384,Medium,Low
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral,64.4,Low,Medium
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied,76.03999999999999,High,Medium
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral,66.74166666666666,Medium,High
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied,52.80555555555556,Low,Medium
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied,70.48095238095237,High,High
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied,66.03,Medium,Medium
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral,58.8125,Low,Medium
424,Female,30,New York,Gold,1190.8,16,4.5,True,27,Satisfied,74.425,High,Medium
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral,70.92727272727274,Medium,High
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied,51.575,Medium,Medium
427,Male,30,San Francisco,Gold,1450.5,19,4.6,False,14,Satisfied,76.34210526315789,High,High
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied,54.64615384615384,Medium,Low
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral,61.54285714285714,Low,Medium
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied,77.37333333333332,High,Medium
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral,68.40833333333333,Medium,High
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied,55.02777777777778,Low,Medium
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied,70.95714285714286,High,High
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied,66.03,Medium,Medium
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral,55.0625,Low,Medium
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied,75.05,High,Medium
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral,70.92727272727274,Medium,High
438,Female,43,Chicago,Bronze,505.75,10,3.3,True,48,Unsatisfied,50.575,Medium,Medium
439,Male,30,San Francisco,Gold,1460.5,20,4.8,False,15,Satisfied,73.025,High,High
440,Male,27,Miami,Silver,710.4,13,4.1,True,63,Unsatisfied,54.64615384615384,Medium,Low
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral,64.4,Low,Medium
442,Female,31,New York,Gold,1140.6,15,4.5,True,36,Satisfied,76.03999999999999,High,Medium
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral,66.74166666666666,Medium,High
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied,52.80555555555556,Low,Medium
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied,70.48095238095237,High,High
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied,66.03,Medium,Medium
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral,58.8125,Low,Medium
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied,74.425,High,Medium
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral,70.92727272727274,Medium,Medium
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied,51.575,Medium,Medium
